,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
3071,3072,N40.1,367,C,BENIGN PROSTATIC HYPERPLASIA W/LUTS,BENIGN PROSTATIC HYPERPLASIA LW URINARY TRACT SX,Benign prostatic hyperplasia with lower urinary tract symptoms,,1
3072,3073,N40.2,1,C,NODULAR PROS W/O LOW URIN TRACT SX,NODULAR PROS W/O LOWER URINARY TRACT SYMPTOMS,Nodular prostate without lower urinary tract symptoms,,1
3073,3074,N40.3,1,C,NODULAR PROS W/LOWER URIN TRACT SX,NODULAR PROSTATE W/ LOWER URINARY TRACT SYMPTOMS,Nodular prostate with lower urinary tract symptoms,,1
3074,3075,N41.0,9,C,ACUTE PROSTATITIS,ACUTE PROSTATITIS,Acute prostatitis,,1
3075,3076,N41.1,3,C,CHRONIC PROSTATITIS,CHRONIC PROSTATITIS,Chronic prostatitis,,1
3076,3077,N41.9,8,C,INFLAMMATORY DISEASE PROSTATE UNS,INFLAMMATORY DISEASE OF PROSTATE UNSPECIFIED,"Inflammatory disease of prostate, unspecified",,1
3077,3078,N42.0,1,C,CALCULUS OF PROSTATE,CALCULUS OF PROSTATE,Calculus of prostate,,1
3078,3079,N42.31,1,C,PROSTATIC INTRAEPITHELIAL NEOPLASIA,PROSTATIC INTRAEPITHELIAL NEOPLASIA,Prostatic intraepithelial neoplasia,,1
3079,3080,N42.81,1,C,PROSTATODYNIA SYNDROME,PROSTATODYNIA SYNDROME,Prostatodynia syndrome,,1
3080,3081,N42.89,2,C,OTHER SPECIFIED DISORDERS PROSTATE,OTHER SPECIFIED DISORDERS OF PROSTATE,Other specified disorders of prostate,,1
3081,3082,N42.9,7,C,DISORDER OF PROSTATE UNSPECIFIED,DISORDER OF PROSTATE UNSPECIFIED,"Disorder of prostate, unspecified",,1
3082,3083,N43.3,7,C,HYDROCELE UNSPECIFIED,HYDROCELE UNSPECIFIED,"Hydrocele, unspecified",,1
3083,3084,N45.1,4,C,EPIDIDYMITIS,EPIDIDYMITIS,Epididymitis,,1
3084,3085,N45.3,1,C,EPIDIDYMO-ORCHITIS,EPIDIDYMO-ORCHITIS,Epididymo-orchitis,,1
3085,3086,N47.1,6,C,PHIMOSIS,PHIMOSIS,Phimosis,,1
3086,3087,N47.6,1,C,BALANOPOSTHITIS,BALANOPOSTHITIS,Balanoposthitis,,1
3087,3088,N47.8,2,C,OTHER DISORDERS OF PREPUCE,OTHER DISORDERS OF PREPUCE,Other disorders of prepuce,,1
3088,3089,N48.1,6,C,BALANITIS,BALANITIS,Balanitis,,1
3089,3090,N48.30,1,C,PRIAPISM UNSPECIFIED,PRIAPISM UNSPECIFIED,"Priapism, unspecified",,1
3090,3091,N48.6,1,C,INDURATION PENIS PLASTICA,INDURATION PENIS PLASTICA,Induration penis plastica,,1
3091,3092,N48.89,5,C,OTHER SPECIFIED DISORDERS OF PENIS,OTHER SPECIFIED DISORDERS OF PENIS,Other specified disorders of penis,,1
3092,3093,N48.9,11,C,DISORDER OF PENIS UNSPECIFIED,DISORDER OF PENIS UNSPECIFIED,"Disorder of penis, unspecified",,1
3093,3094,N49.2,1,C,INFLAMMATORY DISORDERS OF SCROTUM,INFLAMMATORY DISORDERS OF SCROTUM,Inflammatory disorders of scrotum,,1
3094,3095,N50.8,8,I,OTH SPEC D/O MALE GENITAL ORGANS,OTHER SPECIFIED DISORDERS OF MALE GENITAL ORGANS,Other specified disorders of male genital organs,,1
3095,3096,N50.811,2,C,RIGHT TESTICULAR PAIN,RIGHT TESTICULAR PAIN,Right testicular pain,,1
3096,3097,N50.812,3,C,LEFT TESTICULAR PAIN,LEFT TESTICULAR PAIN,Left testicular pain,,1
3097,3098,N50.819,3,C,TESTICULAR PAIN UNSPECIFIED,TESTICULAR PAIN UNSPECIFIED,"Testicular pain, unspecified",,1
3098,3099,N50.82,1,C,SCROTAL PAIN,SCROTAL PAIN,Scrotal pain,,1
3099,3100,N50.89,22,C,OTHER SPEC D/O MALE GENITAL ORGANS,OTHER SPECIFIED DISORDERS OF MALE GENITAL ORGANS,Other specified disorders of the male genital organs,,1
3100,3101,N50.9,6,C,DISORDER MALE GENITAL ORGANS UNS,DISORDER OF MALE GENITAL ORGANS UNSPECIFIED,"Disorder of male genital organs, unspecified",,1
3101,3102,N52.01,15,C,ERECTILE DYSF D/T ART INSUFFICIENCY,ERECTILE DYSFUNCTION DUE TO ART INSUFFICIENCY,Erectile dysfunction due to arterial insufficiency,,1
3102,3103,N52.1,35,C,ERECTILE DYSF D/T DZ CLASS ELSW,ERECTILE DYSFUNCTION DUE TO DISEASES CLASS ELSW,Erectile dysfunction due to diseases classified elsewhere,,1
3103,3104,N52.2,2,C,DRUG-INDUCED ERECTILE DYSFUNCTION,DRUG-INDUCED ERECTILE DYSFUNCTION,Drug-induced erectile dysfunction,,1
3104,3105,N52.31,4,C,ERECTILE DYSF FLW RADL PROSTATECT,ERECTILE DYSF FOLLOWING RADICAL PROSTATECTOMY,Erectile dysfunction following radical prostatectomy,,1
3105,3106,N52.35,1,C,ERECTILE DYSF FLW RADIATION THERAPY,ERECTILE DYSFUNCTION FOLLOWING RADIATION THERAPY,Erectile dysfunction following radiation therapy,,1
3106,3107,N52.8,16,C,OTHER MALE ERECTILE DYSFUNCTION,OTHER MALE ERECTILE DYSFUNCTION,Other male erectile dysfunction,,1
3107,3108,N52.9,205,C,MALE ERECTILE DYSFUNCTION UNS,MALE ERECTILE DYSFUNCTION UNSPECIFIED,"Male erectile dysfunction, unspecified",,1
3108,3109,N53.12,1,C,PAINFUL EJACULATION,PAINFUL EJACULATION,Painful ejaculation,,1
3109,3110,N53.14,2,C,RETROGRADE EJACULATION,RETROGRADE EJACULATION,Retrograde ejaculation,,1
3110,3111,N53.19,1,C,OTHER EJACULATORY DYSFUNCTION,OTHER EJACULATORY DYSFUNCTION,Other ejaculatory dysfunction,,1
3111,3112,N53.9,3,C,UNSPECIFIED MALE SEXUAL DYSFUNCTION,UNSPECIFIED MALE SEXUAL DYSFUNCTION,Unspecified male sexual dysfunction,,1
3112,3113,N60.01,5,C,SOLITARY CYST OF RIGHT BREAST,SOLITARY CYST OF RIGHT BREAST,Solitary cyst of right breast,,1
3113,3114,N60.02,3,C,SOLITARY CYST OF LEFT BREAST,SOLITARY CYST OF LEFT BREAST,Solitary cyst of left breast,,1
3114,3115,N60.11,4,C,DIFFUSE CYSTIC MASTOPATHY RT BREAST,DIFFUSE CYSTIC MASTOPATHY OF RIGHT BREAST,Diffuse cystic mastopathy of right breast,,1
3115,3116,N60.12,2,C,DIFFUSE CYSTIC MASTOPATHY LT BREAST,DIFFUSE CYSTIC MASTOPATHY OF LEFT BREAST,Diffuse cystic mastopathy of left breast,,1
3116,3117,N60.19,5,C,DIFFUSE CYSTIC MASTOPATH UNS BREAST,DIFFUSE CYSTIC MASTOPATHY OF UNSPECIFIED BREAST,Diffuse cystic mastopathy of unspecified breast,,1
3117,3118,N60.29,1,C,FIBROADENOSIS OF UNSPECIFIED BREAST,FIBROADENOSIS OF UNSPECIFIED BREAST,Fibroadenosis of unspecified breast,,1
3118,3119,N61,1,I,INFLAMMATORY DISORDERS OF BREAST,INFLAMMATORY DISORDERS OF BREAST,Inflammatory disorders of breast,,1
3119,3120,N61.0,5,C,MASTITIS WITHOUT ABSCESS,MASTITIS WITHOUT ABSCESS,Mastitis without abscess,,1
3120,3121,N61.1,3,C,ABSCESS OF THE BREAST AND NIPPLE,ABSCESS OF THE BREAST AND NIPPLE,Abscess of the breast and nipple,,1
3121,3122,N62,5,C,HYPERTROPHY OF BREAST,HYPERTROPHY OF BREAST,Hypertrophy of breast,,1
3122,3123,N63,41,I,UNSPECIFIED LUMP IN BREAST,UNSPECIFIED LUMP IN BREAST,Unspecified lump in breast,C,1
3123,3124,N63.0,13,C,UNSPECIFIED LUMP IN UNSPEC  BREAST,UNSPECIFIED LUMP IN UNSPECIFIED  BREAST,Unspecified lump in unspecified  breast,N,1
3124,3125,N63.10,10,C,UNS LUMP IN RT BREAST UNS QUADRANT,UNSPECIFIED LUMP IN RIGHT BREAST UNS QUADRANT,"Unspecified lump in the right breast, unspecified quadrant",N,1
3125,3126,N63.11,1,C,UNS LUMP IN RT BREAST UP OUTR QUAD,UNSPECIFIED LUMP IN RT BREAST UP OUTER QUADRANT,"Unspecified lump in the right breast, upper outer quadrant",N,1
3126,3127,N63.20,5,C,UNS LUMP IN LT BREAST UNS QUADRANT,UNSPECIFIED LUMP IN LEFT BREAST UNSPEC QUADRANT,"Unspecified lump in the left breast, unspecified quadrant",N,1
3127,3128,N64.1,1,C,FAT NECROSIS OF BREAST,FAT NECROSIS OF BREAST,Fat necrosis of breast,,1
3128,3129,N64.4,51,C,MASTODYNIA,MASTODYNIA,Mastodynia,,1
3129,3130,N64.51,1,C,INDURATION OF BREAST,INDURATION OF BREAST,Induration of breast,,1
3130,3131,N64.52,6,C,NIPPLE DISCHARGE,NIPPLE DISCHARGE,Nipple discharge,,1
3131,3132,N64.59,4,C,OTHER SIGNS AND SYMPTOMS IN BREAST,OTHER SIGNS AND SYMPTOMS IN BREAST,Other signs and symptoms in breast,,1
3132,3133,N64.89,5,C,OTHER SPECIFIED DISORDERS OF BREAST,OTHER SPECIFIED DISORDERS OF BREAST,Other specified disorders of breast,,1
3133,3134,N64.9,4,C,DISORDER OF BREAST UNSPECIFIED,DISORDER OF BREAST UNSPECIFIED,"Disorder of breast, unspecified",,1
3134,3135,N75.0,4,C,CYST OF BARTHOLINS GLAND,CYST OF BARTHOLINS GLAND,Cyst of Bartholin's gland,,1
3135,3136,N76.0,35,C,ACUTE VAGINITIS,ACUTE VAGINITIS,Acute vaginitis,,1
3136,3137,N76.1,3,C,SUBACUTE AND CHRONIC VAGINITIS,SUBACUTE AND CHRONIC VAGINITIS,Subacute and chronic vaginitis,,1
3137,3138,N76.4,1,C,ABSCESS OF VULVA,ABSCESS OF VULVA,Abscess of vulva,,1
3138,3139,N77.1,2,C,VAGINITIS VULVITIS VULVOVAGINIT DCE,VAGINITIS VULVIT & VULVOVAGINIT IN DZ CLASS ELSW,"Vaginitis, vulvitis and vulvovaginitis in diseases classified elsewhere",,1
3139,3140,N81.10,55,C,CYSTOCELE UNSPECIFIED,CYSTOCELE UNSPECIFIED,"Cystocele, unspecified",,1
3140,3141,N81.11,4,C,CYSTOCELE MIDLINE,CYSTOCELE MIDLINE,"Cystocele, midline",,1
3141,3142,N81.2,3,C,INCOMPLETE UTEROVAGINAL PROLAPSE,INCOMPLETE UTEROVAGINAL PROLAPSE,Incomplete uterovaginal prolapse,,1
3142,3143,N81.4,16,C,UTEROVAGINAL PROLAPSE UNSPECIFIED,UTEROVAGINAL PROLAPSE UNSPECIFIED,"Uterovaginal prolapse, unspecified",,1
3143,3144,N81.6,8,C,RECTOCELE,RECTOCELE,Rectocele,,1
3144,3145,N81.89,3,C,OTHER FEMALE GENITAL PROLAPSE,OTHER FEMALE GENITAL PROLAPSE,Other female genital prolapse,,1
3145,3146,N81.9,9,C,FEMALE GENITAL PROLAPSE UNSPECIFIED,FEMALE GENITAL PROLAPSE UNSPECIFIED,"Female genital prolapse, unspecified",,1
3146,3147,N82.8,2,C,OTHER FEMALE GENITAL TRACT FISTULAE,OTHER FEMALE GENITAL TRACT FISTULAE,Other female genital tract fistulae,,1
3147,3148,N83.20,4,I,UNSPECIFIED OVARIAN CYSTS,UNSPECIFIED OVARIAN CYSTS,Unspecified ovarian cysts,,1
3148,3149,N83.201,2,C,UNSPECIFIED OVARIAN CYST RIGHT SIDE,UNSPECIFIED OVARIAN CYST RIGHT SIDE,"Unspecified ovarian cyst, right side",,1
3149,3150,N83.209,3,C,UNSPECIFIED OVARIAN CYST UNSP SIDE,UNSPECIFIED OVARIAN CYST UNSPECIFIED SIDE,"Unspecified ovarian cyst, unspecified side",,1
3150,3151,N83.9,5,C,OTH NONINFL D/O OVARY TUBE&BRD LIG,NONINFLAMM D/O OVARY FALLOP TUBE & BROAD LIG UNS,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",,1
3151,3152,N84.0,1,C,POLYP OF CORPUS UTERI,POLYP OF CORPUS UTERI,Polyp of corpus uteri,,1
3152,3153,N84.1,3,C,POLYP OF CERVIX UTERI,POLYP OF CERVIX UTERI,Polyp of cervix uteri,,1
3153,3154,N84.2,1,C,POLYP OF VAGINA,POLYP OF VAGINA,Polyp of vagina,,1
3154,3155,N85.00,1,C,ENDOMETRIAL HYPERPLASIA UNSPECIFIED,ENDOMETRIAL HYPERPLASIA UNSPECIFIED,"Endometrial hyperplasia, unspecified",,1
3155,3156,N85.9,1,C,NONINFLAMMATORY DISORDER UTERUS UNS,NONINFLAMMATORY DISORDER OF UTERUS UNSPECIFIED,"Noninflammatory disorder of uterus, unspecified",,1
3156,3157,N88.8,1,C,OTH SPEC NONINFLAMM D/O CERV UTERI,OTH SPEC NONINFLAMMATORY DISORDERS CERVIX UTERI,Other specified noninflammatory disorders of cervix uteri,,1
3157,3158,N88.9,3,C,NONINFLAMM DISORDER CERV UTERI UNS,NONINFLAMMATORY DISORDER CERVIX UTERI UNS,"Noninflammatory disorder of cervix uteri, unspecified",,1
3158,3159,N89.3,1,C,DYSPLASIA OF VAGINA UNSPECIFIED,DYSPLASIA OF VAGINA UNSPECIFIED,"Dysplasia of vagina, unspecified",,1
3159,3160,N89.8,82,C,OTH SPEC NONINFLAMMATORY D/O VAGINA,OTHER SPECIFIED NONINFLAMMATORY DISORDERS VAGINA,Other specified noninflammatory disorders of vagina,,1
3160,3161,N90.4,1,C,LEUKOPLAKIA OF VULVA,LEUKOPLAKIA OF VULVA,Leukoplakia of vulva,,1
3161,3162,N90.7,1,C,VULVAR CYST,VULVAR CYST,Vulvar cyst,,1
3162,3163,N90.89,7,C,OTH SPEC NONINFLAMM D/O VULVA PERIN,OTH SPEC NONINFLAMMATORY D/O VULVA & PERINEUM,Other specified noninflammatory disorders of vulva and perineum,,1
3163,3164,N90.9,3,C,NONINFLAMM DISORDER VULVA PERIN UNS,NONINFLAMMATORY DISORDER VULVA & PERINEUM UNS,"Noninflammatory disorder of vulva and perineum, unspecified",,1
3164,3165,N91.2,2,C,AMENORRHEA UNSPECIFIED,AMENORRHEA UNSPECIFIED,"Amenorrhea, unspecified",,1
3165,3166,N92.0,3,C,EXCESS FREQ MENSTRUATION W/REG CYCL,EXCESS & FREQUENT MENSTRUATION W/REGULAR CYCLE,Excessive and frequent menstruation with regular cycle,,1
3166,3167,N92.4,1,C,EXCESS BLEED PREMENOPAUSAL PERIOD,EXCESSIVE BLEEDING IN THE PREMENOPAUSAL PERIOD,Excessive bleeding in the premenopausal period,,1
3167,3168,N92.6,1,C,IRREGULAR MENSTRUATION UNSPECIFIED,IRREGULAR MENSTRUATION UNSPECIFIED,"Irregular menstruation, unspecified",,1
3168,3169,N93.9,16,C,ABNORMAL UTERINE VAGINAL BLEED UNS,ABNORMAL UTERINE & VAGINAL BLEEDING UNSPECIFIED,"Abnormal uterine and vaginal bleeding, unspecified",,1
3169,3170,N94.10,3,C,UNSPECIFIED DYSPAREUNIA,UNSPECIFIED DYSPAREUNIA,Unspecified dyspareunia,,1
3170,3171,N94.819,2,C,VULVODYNIA UNSPECIFIED,VULVODYNIA UNSPECIFIED,"Vulvodynia, unspecified",,1
3171,3172,N94.89,10,C,OTH SPEC COND FE GEN ORG MENST CYCL,OTH COND ASSOC W/FE GEN ORGN & MENSTRUAL CYCL,Other specified conditions associated with female genital organs and menstrual cycle,,1
3172,3173,N94.9,21,C,UNS COND W/FE GENIT ORGN MENST CYCL,UNS COND ASSOC W/FE GENIT ORGN & MENSTRUAL CYCL,Unspecified condition associated with female genital organs and menstrual cycle,,1
3173,3174,N95.0,11,C,POSTMENOPAUSAL BLEEDING,POSTMENOPAUSAL BLEEDING,Postmenopausal bleeding,,1
3174,3175,N95.1,91,C,MENOPAUSAL FE CLIMACTERIC STATES,MENOPAUSAL AND FEMALE CLIMACTERIC STATES,Menopausal and female climacteric states,,1
3175,3176,N95.2,81,C,POSTMENOPAUSAL ATROPHIC VAGINITIS,POSTMENOPAUSAL ATROPHIC VAGINITIS,Postmenopausal atrophic vaginitis,,1
3176,3177,N95.8,1,C,OTH MENOPAUSAL PERIMENOPAUSAL D/O,OTHER SPEC MENOPAUSAL & PERIMENOPAUSAL DISORDERS,Other specified menopausal and perimenopausal disorders,,1
3177,3178,N95.9,6,C,UNS MENOPAUSAL PERIMENOPAUSAL D/O,UNSPECIFIED MENOPAUSAL & PERIMENOPAUSAL DISORDER,Unspecified menopausal and perimenopausal disorder,,1
3178,3179,N96,1,C,RECURRENT PREGNANCY LOSS,RECURRENT PREGNANCY LOSS,Recurrent pregnancy loss,,1
3179,3180,N99.3,2,C,PROLAPSE VAGINAL VAULT AFTER HYST,PROLAPSE OF VAGINAL VAULT AFTER HYSTERECTOMY,Prolapse of vaginal vault after hysterectomy,,1
3180,3181,N99.528,1,C,OTH COMP INCONT EXT STOMA URIN TRCT,OTHER COMP INCONTINENT EXT STOMA URINARY TRACT,Other complication of incontinent external stoma of urinary tract,,1
3181,3182,O99.330,4,C,SMOKING TOBACCO COMP PREG UNS TRI,SMOKING TOBACCO COMP PREGNANCY UNS TRIMESTER,"Smoking (tobacco) complicating pregnancy, unspecified trimester",,1
3182,3183,Q05.8,1,C,SACRAL SPINA BIFIDA W/O HYDROCEPHLS,SACRAL SPINA BIFIDA WITHOUT HYDROCEPHALUS,Sacral spina bifida without hydrocephalus,,1
3183,3184,Q05.9,3,C,SPINA BIFIDA UNSPECIFIED,SPINA BIFIDA UNSPECIFIED,"Spina bifida, unspecified",,1
3184,3185,Q10.3,2,C,OTH CONGENITAL MALFORMATIONS EYELID,OTHER CONGENITAL MALFORMATIONS OF EYELID,Other congenital malformations of eyelid,,1
3185,3186,Q12.0,1,C,CONGENITAL CATARACT,CONGENITAL CATARACT,Congenital cataract,,1
3186,3187,Q15.0,1,C,CONGENITAL GLAUCOMA,CONGENITAL GLAUCOMA,Congenital glaucoma,,1
3187,3188,Q15.9,4,C,CONGENITAL MALFORMATION EYE UNS,CONGENITAL MALFORMATION OF EYE UNSPECIFIED,"Congenital malformation of eye, unspecified",,1
3188,3189,Q17.9,2,C,CONGENITAL MALFORMATION EAR UNS,CONGENITAL MALFORMATION OF EAR UNSPECIFIED,"Congenital malformation of ear, unspecified",,1
3189,3190,Q21.1,2,C,ATRIAL SEPTAL DEFECT,ATRIAL SEPTAL DEFECT,Atrial septal defect,,1
3190,3191,Q23.0,4,C,CONGENITAL STENOSIS OF AORTIC VALVE,CONGENITAL STENOSIS OF AORTIC VALVE,Congenital stenosis of aortic valve,,1
3191,3192,Q23.1,2,C,CONGENITAL INSUFFICNCY AORTIC VALVE,CONGENITAL INSUFFICIENCY OF AORTIC VALVE,Congenital insufficiency of aortic valve,,1
3192,3193,Q24.9,1,C,CONGENITAL MALFORMATION HEART UNS,CONGENITAL MALFORMATION OF HEART UNSPECIFIED,"Congenital malformation of heart, unspecified",,1
3193,3194,Q25.3,7,C,SUPRAVALVULAR AORTIC STENOSIS,SUPRAVALVULAR AORTIC STENOSIS,Supravalvular aortic stenosis,,1
3194,3195,Q27.33,1,C,AV MALFORMATION DIGESTIV SYS VESSEL,ARTERIOVENOUS MALFORMATION DIGESTIVE SYS VESSEL,Arteriovenous malformation of digestive system vessel,,1
3195,3196,Q35.9,1,C,CLEFT PALATE UNSPECIFIED,CLEFT PALATE UNSPECIFIED,"Cleft palate, unspecified",,1
3196,3197,Q38.5,1,C,CONGENITAL MALFORMATIONS PALATE NEC,CONGENITAL MALFORMATIONS OF PALATE NEC,"Congenital malformations of palate, not elsewhere classified",,1
3197,3198,Q39.4,3,C,ESOPHAGEAL WEB,ESOPHAGEAL WEB,Esophageal web,,1
3198,3199,Q42.1,1,C,CONGN ABSENC ATRES STEN RECT NO FST,CONGEN ABSENCE ATRESIA & STENOSIS RECT W/O FIST,"Congenital absence, atresia and stenosis of rectum without fistula",,1
3199,3200,Q60.0,3,C,RENAL AGENESIS UNILATERAL,RENAL AGENESIS UNILATERAL,"Renal agenesis, unilateral",,1
3200,3201,Q61.00,1,C,CONGENITAL RENAL CYST UNSPECIFIED,CONGENITAL RENAL CYST UNSPECIFIED,"Congenital renal cyst, unspecified",,1
3201,3202,Q61.2,3,C,POLYCYSTIC KIDNEY ADULT TYPE,POLYCYSTIC KIDNEY ADULT TYPE,"Polycystic kidney, adult type",,1
3202,3203,Q61.3,5,C,POLYCYSTIC KIDNEY UNSPECIFIED,POLYCYSTIC KIDNEY UNSPECIFIED,"Polycystic kidney, unspecified",,1
3203,3204,Q61.9,2,C,CYSTIC KIDNEY DISEASE UNSPECIFIED,CYSTIC KIDNEY DISEASE UNSPECIFIED,"Cystic kidney disease, unspecified",,1
3204,3205,Q63.9,2,C,CONGENITAL MALFORMATION KIDNEY UNS,CONGENITAL MALFORMATION OF KIDNEY UNSPECIFIED,"Congenital malformation of kidney, unspecified",,1
3205,3206,Q66.0,7,C,CONGENITAL TALIPES EQUINOVARUS,CONGENITAL TALIPES EQUINOVARUS,Congenital talipes equinovarus,,1
3206,3207,Q66.7,1,C,CONGENITAL PES CAVUS,CONGENITAL PES CAVUS,Congenital pes cavus,,1
3207,3208,Q67.6,1,C,PECTUS EXCAVATUM,PECTUS EXCAVATUM,Pectus excavatum,,1
3208,3209,Q71.02,2,C,CONGEN COMPLETE ABSENCE LT UP LIMB,CONGENITAL COMPLETE ABSENCE OF LEFT UPPER LIMB,Congenital complete absence of left upper limb,,1
3209,3210,Q72.02,2,C,CONGEN COMPLETE ABSENCE LT LOW LIMB,CONGENITAL COMPLETE ABSENCE OF LEFT LOWER LIMB,Congenital complete absence of left lower limb,,1
3210,3211,Q74.0,1,C,OTH CONGN MALF UP LIMBS SHLDR GIRDL,OTH CONGEN MALFORM UP LIMBS INCL SHOULDER GIRDLE,"Other congenital malformations of upper limb(s), including shoulder girdle",,1
3211,3212,Q74.9,1,C,UNS CONGENITAL MALFORMATION LIMBS,UNSPECIFIED CONGENITAL MALFORMATION OF LIMBS,Unspecified congenital malformation of limb(s),,1
3212,3213,Q76.1,4,C,KLIPPEL-FEIL SYNDROME,KLIPPEL-FEIL SYNDROME,Klippel-Feil syndrome,,1
3213,3214,Q76.2,1,C,CONGENITAL SPONDYLOLISTHESIS,CONGENITAL SPONDYLOLISTHESIS,Congenital spondylolisthesis,,1
3214,3215,Q78.2,1,C,OSTEOPETROSIS,OSTEOPETROSIS,Osteopetrosis,,1
3215,3216,Q80.0,1,C,ICHTHYOSIS VULGARIS,ICHTHYOSIS VULGARIS,Ichthyosis vulgaris,,1
3216,3217,Q80.9,10,C,CONGENITAL ICHTHYOSIS UNSPECIFIED,CONGENITAL ICHTHYOSIS UNSPECIFIED,"Congenital ichthyosis, unspecified",,1
3217,3218,Q82.8,7,C,OTH SPEC CONGEN MALFORMATIONS SKIN,OTHER SPECIFIED CONGENITAL MALFORMATIONS OF SKIN,Other specified congenital malformations of skin,,1
3218,3219,Q84.5,3,C,ENLARGED AND HYPERTROPHIC NAILS,ENLARGED AND HYPERTROPHIC NAILS,Enlarged and hypertrophic nails,,1
3219,3220,Q84.6,5,C,OTH CONGENITAL MALFORMATIONS NAILS,OTHER CONGENITAL MALFORMATIONS OF NAILS,Other congenital malformations of nails,,1
3220,3221,Q85.00,1,C,NEUROFIBROMATOSIS UNSPECIFIED,NEUROFIBROMATOSIS UNSPECIFIED,"Neurofibromatosis, unspecified",,1
3221,3222,Q85.01,1,C,NEUROFIBROMATOSIS TYPE 1,NEUROFIBROMATOSIS TYPE 1,"Neurofibromatosis, type 1",,1
3222,3223,Q85.9,1,C,PHAKOMATOSIS UNSPECIFIED,PHAKOMATOSIS UNSPECIFIED,"Phakomatosis, unspecified",,1
3223,3224,Q87.81,2,C,ALPORT SYNDROME,ALPORT SYNDROME,Alport syndrome,,1
3224,3225,Q87.89,2,C,OTH SPEC CONGEN MALF SYND NEC,OTHER SPECIFIED CONGENITAL MALFORMATION SYND NEC,"Other specified congenital malformation syndromes, not elsewhere classified",,1
3225,3226,R00.0,113,C,TACHYCARDIA UNSPECIFIED,TACHYCARDIA UNSPECIFIED,"Tachycardia, unspecified",,1
3226,3227,R00.1,203,C,BRADYCARDIA UNSPECIFIED,BRADYCARDIA UNSPECIFIED,"Bradycardia, unspecified",,1
3227,3228,R00.2,112,C,PALPITATIONS,PALPITATIONS,Palpitations,,1
3228,3229,R00.8,2,C,OTHER ABNORMALITIES OF HEART BEAT,OTHER ABNORMALITIES OF HEART BEAT,Other abnormalities of heart beat,,1
3229,3230,R01.0,20,C,BENIGN AND INNOCENT CARDIAC MURMURS,BENIGN AND INNOCENT CARDIAC MURMURS,Benign and innocent cardiac murmurs,,1
3230,3231,R01.1,340,C,CARDIAC MURMUR UNSPECIFIED,CARDIAC MURMUR UNSPECIFIED,"Cardiac murmur, unspecified",,1
3231,3232,R01.2,4,C,OTHER CARDIAC SOUNDS,OTHER CARDIAC SOUNDS,Other cardiac sounds,,1
3232,3233,R03.0,316,C,ELEVATED BP READING W/O DX HTN,ELEVATED BLOOD-PRESSURE READING WITHOUT DX HTN,"Elevated blood-pressure reading, without diagnosis of hypertension",,1
3233,3234,R03.1,11,C,NONSPECIFIC LOW BLD-PRESS READING,NONSPECIFIC LOW BLOOD-PRESSURE READING,Nonspecific low blood-pressure reading,,1
3234,3235,R04.0,68,C,EPISTAXIS,EPISTAXIS,Epistaxis,,1
3235,3236,R04.2,30,C,HEMOPTYSIS,HEMOPTYSIS,Hemoptysis,,1
3236,3237,R05,1369,C,COUGH,COUGH,Cough,,1
3237,3238,R06.00,116,C,DYSPNEA UNSPECIFIED,DYSPNEA UNSPECIFIED,"Dyspnea, unspecified",,1
3238,3239,R06.01,17,C,ORTHOPNEA,ORTHOPNEA,Orthopnea,,1
3239,3240,R06.02,374,C,SHORTNESS OF BREATH,SHORTNESS OF BREATH,Shortness of breath,,1
3240,3241,R06.03,3,C,ACUTE RESPIRATORY DISTRESS,ACUTE RESPIRATORY DISTRESS,Acute respiratory distress,N,1
3241,3242,R06.09,148,C,OTHER FORMS OF DYSPNEA,OTHER FORMS OF DYSPNEA,Other forms of dyspnea,,1
3242,3243,R06.1,1,C,STRIDOR,STRIDOR,Stridor,,1
3243,3244,R06.2,70,C,WHEEZING,WHEEZING,Wheezing,,1
3244,3245,R06.6,8,C,HICCOUGH,HICCOUGH,Hiccough,,1
3245,3246,R06.7,1,C,SNEEZING,SNEEZING,Sneezing,,1
3246,3247,R06.81,6,C,APNEA NOT ELSEWHERE CLASSIFIED,APNEA NOT ELSEWHERE CLASSIFIED,"Apnea, not elsewhere classified",,1
3247,3248,R06.82,1,C,TACHYPNEA NOT ELSEWHERE CLASSIFIED,TACHYPNEA NOT ELSEWHERE CLASSIFIED,"Tachypnea, not elsewhere classified",,1
3248,3249,R06.83,43,C,SNORING,SNORING,Snoring,,1
3249,3250,R06.89,9,C,OTHER ABNORMALITIES OF BREATHING,OTHER ABNORMALITIES OF BREATHING,Other abnormalities of breathing,,1
3250,3251,R06.9,3,C,UNSPECIFIED ABNORMALITIES BREATHING,UNSPECIFIED ABNORMALITIES OF BREATHING,Unspecified abnormalities of breathing,,1
3251,3252,R07.0,9,C,PAIN IN THROAT,PAIN IN THROAT,Pain in throat,,1
3252,3253,R07.1,12,C,CHEST PAIN ON BREATHING,CHEST PAIN ON BREATHING,Chest pain on breathing,,1
3253,3254,R07.2,6,C,PRECORDIAL PAIN,PRECORDIAL PAIN,Precordial pain,,1
3254,3255,R07.81,161,C,PLEURODYNIA,PLEURODYNIA,Pleurodynia,,1
